asset_name,source_uri,source_name,edge_pcode,edge_name,target_uri,target_name
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q491401,Anderson Darling test,P460,said to be the same as,http://www.themathcompany.com/cognition/K_-_S_test,K - S test
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q1347572,Evidently,P527,has part,http://www.themathcompany.com/cognition/Cramer_Von_Mises_test.ipynb_-_Repos_azure.com,Cramer Von Mises test.ipynb - Repos azure.com
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q2004833,numerical,P527,has part,http://www.themathcompany.com/cognition/categorical_features,categorical features
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q233991,interval,P279,subclass of,http://www.themathcompany.com/cognition/numerical_values,numerical values
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q2472052,U1,P527,has part,http://www.themathcompany.com/cognition/Sample_1,Sample 1
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q2472052,U1,P527,has part,http://www.themathcompany.com/cognition/Sample_2,Sample 2
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q229615,Mann,P527,has part,http://www.themathcompany.com/cognition/Whitney_U,Whitney U
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q1347572,Evidently,P527,has part,http://www.themathcompany.com/cognition/Energy_distance.ipynb,Energy distance.ipynb
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q159375,standard deviation,P31,instance of,http://www.themathcompany.com/cognition/T_-_statistic,T - statistic
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q253255,p value,P1269,facet of,http://www.themathcompany.com/cognition/T_-_statistic,T - statistic
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q1347572,Evidently,P527,has part,http://www.themathcompany.com/cognition/T-Test.ipynb,T-Test.ipynb
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q1347572,Evidently,P527,has part,http://www.themathcompany.com/cognition/Repos_azure.com,Repos azure.com
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q41492,Fishers exact test,P527,has part,http://www.themathcompany.com/cognition/Min_drift_score,Min drift score
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q224414,category,P279,subclass of,http://www.themathcompany.com/cognition/categorical_features,categorical features
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q55505926,distribution function,P527,has part,http://www.themathcompany.com/cognition/reference_distribution,reference distribution
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q55505926,distribution function,P527,has part,http://www.themathcompany.com/cognition/new_distribution,new distribution
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q9492,probability,P527,has part,http://www.themathcompany.com/cognition/p_-_value,p - value
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q9492,probability,P2579,studied by,http://www.themathcompany.com/cognition/T_-_statistic,T - statistic
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q468947,Alibi,P527,has part,http://www.themathcompany.com/cognition/Classifier.ipynb,Classifier.ipynb
datadriftconcepts.pdf,http://www.wikidata.org/wiki/Q468947,Alibi,P527,has part,http://www.themathcompany.com/cognition/Repos_azure.com,Repos azure.com
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q3025536,DevOps,P279,subclass of,http://www.themathcompany.com/cognition/Being_Agile,Being Agile
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q3025536,DevOps,P1889,different from,http://www.themathcompany.com/cognition/tools_and_practices,tools and practices
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q3025536,DevOps,P31,instance of,http://www.themathcompany.com/cognition/cultural_shift,cultural shift
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q184199,Automation,P361,part of,http://www.themathcompany.com/cognition/CICD_pipeline,CICD pipeline
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q3025536,DevOps,P527,has part,http://www.themathcompany.com/cognition/fast_deployment,fast deployment
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q393742,Agile,P31,instance of,http://www.themathcompany.com/cognition/software_development_strategy,software development strategy
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q393742,Agile,P31,instance of,http://www.themathcompany.com/cognition/frameworks_of_practice,frameworks of practice
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q395820,scrum,P31,instance of,http://www.themathcompany.com/cognition/frameworks_of_practice,frameworks of practice
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q3025536,DevOps,P279,subclass of,http://www.themathcompany.com/cognition/agile_methodologies,agile methodologies
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q393742,agile,P279,subclass of,http://www.themathcompany.com/cognition/operational_procedures,operational procedures
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q1475717,automated testing,P366,use,http://www.themathcompany.com/cognition/automated_release,automated release
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q663143,production,P279,subclass of,http://www.themathcompany.com/cognition/human_intervention,human intervention
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q6559307,eight phases,P361,part of,http://www.themathcompany.com/cognition/DevOps_lifecycle,DevOps lifecycle
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q340724,development,P361,part of,http://www.themathcompany.com/cognition/DevOps_lifecycle,DevOps lifecycle
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q209577,operations,P361,part of,http://www.themathcompany.com/cognition/DevOps_lifecycle,DevOps lifecycle
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q3025536,DevOps,P527,has part,http://www.themathcompany.com/cognition/Discover_phase,Discover phase
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q7632586,success,P828,has cause,http://www.themathcompany.com/cognition/goal_-_setting,goal - setting
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q341954,objectives,P361,part of,http://www.themathcompany.com/cognition/goal_-_setting,goal - setting
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q774228,requirements,P361,part of,http://www.themathcompany.com/cognition/roadmaps,roadmaps
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q788790,documentation,P527,has part,http://www.themathcompany.com/cognition/roadmaps,roadmaps
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q3025536,DevOps,P31,instance of,http://www.themathcompany.com/cognition/frameworks_and_methodologies,frameworks and methodologies
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q907375,unit test,P279,subclass of,http://www.themathcompany.com/cognition/automated_procedure,automated procedure
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q224621,integration,P279,subclass of,http://www.themathcompany.com/cognition/automated_procedure,automated procedure
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q770321,SAST,P366,use,http://www.themathcompany.com/cognition/build_artifactapplication,build artifactapplication
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q234013,regression,P279,subclass of,http://www.themathcompany.com/cognition/breaking_issues,breaking issues
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q1475717,automated test,P279,subclass of,http://www.themathcompany.com/cognition/breaking_issues,breaking issues
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q3025536,DevOps,P361,part of,http://www.themathcompany.com/cognition/DevOps_lifecycle,DevOps lifecycle
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q3025536,DevOps,P279,subclass of,http://www.themathcompany.com/cognition/dynamic_nature,dynamic nature
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q2507377,continuous delivery,P279,subclass of,http://www.themathcompany.com/cognition/leading_the_process,leading the process
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q856122,modernize,pcode,replaces,http://www.themathcompany.com/cognition/legacy_processes,legacy processes
devopsstarterguide.pdf,http://www.wikidata.org/wiki/Q1572519,environment,P527,has part,http://www.themathcompany.com/cognition/code_code,code code
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q483639,Cloud computing,P279,subclass of,http://www.themathcompany.com/cognition/on_-_demand,on - demand
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q401091,Azure,P366,use,http://www.themathcompany.com/cognition/APP_SERVICE,APP SERVICE
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q230701,CLI,P279,subclass of,http://www.themathcompany.com/cognition/command_-_line_interface,command - line interface
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q231766,free,P460,said to be the same as,http://www.themathcompany.com/cognition/Service_tier,Service tier
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q747452,Python,P527,has part,http://www.themathcompany.com/cognition/3.7,3.7
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q747452,Python,P527,has part,http://www.themathcompany.com/cognition/3.6,3.6
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q4227578,Flask,P361,part of,http://www.themathcompany.com/cognition/FLASKAPP,FLASKAPP
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q439664,deploy,P1535,used by,http://www.themathcompany.com/cognition/Redeploy,Redeploy
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q401091,Azure,P527,has part,http://www.themathcompany.com/cognition/Azure_portal,Azure portal
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q401091,Azure,P527,has part,http://www.themathcompany.com/cognition/Azure_App,Azure App
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q910577,Docker,P2283,uses,http://www.themathcompany.com/cognition/Docker_image,Docker image
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q910577,Docker,P527,has part,http://www.themathcompany.com/cognition/Docker_image,Docker image
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q910577,Docker,P31,instance of,http://www.themathcompany.com/cognition/build_command,build command
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q189210,Web App,P279,subclass of,http://www.themathcompany.com/cognition/App_Service,App Service
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q189210,Web App,P361,part of,http://www.themathcompany.com/cognition/App_Service_plan,App Service plan
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q1554231,resource,P361,part of,http://www.themathcompany.com/cognition/resource_group,resource group
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q400857,Environment variables,P366,use,http://www.themathcompany.com/cognition/Configure_Environment_Variables,Configure Environment Variables
introductiontoazureappservice.pdf,http://www.wikidata.org/wiki/Q189210,webapp,P527,has part,http://www.themathcompany.com/cognition/webapp_config,webapp config
kubeflowvsmlflow.pdf,http://www.wikidata.org/wiki/Q65048974,Kubeflow,P1889,different from,http://www.themathcompany.com/cognition/MLflow,MLflow
kubeflowvsmlflow.pdf,http://www.wikidata.org/wiki/Q65048974,Kubeflow,P31,instance of,http://www.themathcompany.com/cognition/unnecessarily_complex_tool,unnecessarily complex tool
kubeflowvsmlflow.pdf,http://www.wikidata.org/wiki/Q22661306,Kubernetes,P366,use,http://www.themathcompany.com/cognition/infrastructure_orchestration,infrastructure orchestration
kubeflowvsmlflow.pdf,http://www.wikidata.org/wiki/Q65048974,Kubeflow,P366,use,http://www.themathcompany.com/cognition/orchestrating,orchestrating
kubeflowvsmlflow.pdf,http://www.wikidata.org/wiki/Q3363481,parallel,P461,opposite of,http://www.themathcompany.com/cognition/sequential_jobs,sequential jobs
kubeflowvsmlflow.pdf,http://www.wikidata.org/wiki/Q65048974,Kubeflow,P366,use,http://www.themathcompany.com/cognition/ML_pipelines,ML pipelines
kubeflowvsmlflow.pdf,http://www.wikidata.org/wiki/Q65048974,Kubeflow,P366,use,http://www.themathcompany.com/cognition/continuous_integration_and_delivery,continuous integration and delivery
kubeflowvsmlflow.pdf,http://www.wikidata.org/wiki/Q65048974,Kubeflow,P527,has part,http://www.themathcompany.com/cognition/Kubeflow_pipeline,Kubeflow pipeline
kubeflowvsmlflow.pdf,http://www.wikidata.org/wiki/Q65048974,Kubeflow,P527,has part,http://www.themathcompany.com/cognition/Kubeflow_pipelines,Kubeflow pipelines
kubeflowvsmlflow.pdf,http://www.wikidata.org/wiki/Q11471,time,P361,part of,http://www.themathcompany.com/cognition/development_effort,development effort
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q95966593,Part 1,P361,part of,http://www.themathcompany.com/cognition/Spark_performance_tuning,Spark performance tuning
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q298665,e2,P279,subclass of,http://www.themathcompany.com/cognition/compute_engine,compute engine
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q243457,Spark,P2283,uses,http://www.themathcompany.com/cognition/configs,configs
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q29120,Hadoop,P527,has part,http://www.themathcompany.com/cognition/deamons,deamons
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q232469,cores,P361,part of,http://www.themathcompany.com/cognition/CPU_cores,CPU cores
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q298665,e2,P361,part of,http://www.themathcompany.com/cognition/standard-32,standard-32
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q18350420,databricks,P527,has part,http://www.themathcompany.com/cognition/spark_cluster,spark cluster
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q492,memory,P361,part of,http://www.themathcompany.com/cognition/CPU_cores,CPU cores
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q492,memory,P1889,different from,http://www.themathcompany.com/cognition/CPU_cores,CPU cores
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q66221,physical memory,P361,part of,http://www.themathcompany.com/cognition/worker_machine,worker machine
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q7478101,We,P527,has part,http://www.themathcompany.com/cognition/fig_1.0,fig 1.0
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q492,memory,P1889,different from,http://www.themathcompany.com/cognition/available_memory,available memory
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q243457,spark,pcode,number of participants,http://www.themathcompany.com/cognition/3.2,3.2
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q226733,driver,P461,opposite of,http://www.themathcompany.com/cognition/executor_memory,executor memory
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q492,memory,P361,part of,http://www.themathcompany.com/cognition/Spark_Config,Spark Config
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q243457,Spark,P527,has part,http://www.themathcompany.com/cognition/autoBroadcastJoinThreshold,autoBroadcastJoinThreshold
sparkperformancetuning-part1.pdf,http://www.wikidata.org/wiki/Q243457,Spark,P527,has part,http://www.themathcompany.com/cognition/Spark_jobs,Spark jobs
typesofdataplatforms.pdf,http://www.wikidata.org/wiki/Q18636415,Tealium,P361,part of,http://www.themathcompany.com/cognition/Rudderstack,Rudderstack
typesofdataplatforms.pdf,http://www.wikidata.org/wiki/Q258480,Segment,P361,part of,http://www.themathcompany.com/cognition/Rudderstack,Rudderstack
typesofdataplatforms.pdf,http://www.wikidata.org/wiki/Q18636415,Tealium,P527,has part,http://www.themathcompany.com/cognition/Rudderstack,Rudderstack
typesofdataplatforms.pdf,http://www.wikidata.org/wiki/Q35127,website,P527,has part,http://www.themathcompany.com/cognition/touch_points,touch points
typesofdataplatforms.pdf,http://www.wikidata.org/wiki/Q258480,segmentation,P279,subclass of,http://www.themathcompany.com/cognition/ad_strategies,ad strategies
typesofdataplatforms.pdf,http://www.wikidata.org/wiki/Q248579,CDP,P361,part of,http://www.themathcompany.com/cognition/CDP_and_CRM,CDP and CRM
typesofdataplatforms.pdf,http://www.wikidata.org/wiki/Q984142,Customer experience,P3095,practiced by,http://www.themathcompany.com/cognition/sales_team,sales team
typesofdataplatforms.pdf,http://www.wikidata.org/wiki/Q11574,second,P156,followed by,http://www.themathcompany.com/cognition/third_Party_data,third Party data
typesofdataplatforms.pdf,http://www.wikidata.org/wiki/Q829492,Procurement,P527,has part,http://www.themathcompany.com/cognition/Warehouse_Management,Warehouse Management
webscaping-proxymanagement.pdf,http://www.wikidata.org/wiki/Q665452,Web scrapping,P279,subclass of,http://www.themathcompany.com/cognition/Proxy_Management,Proxy Management
webscaping-proxymanagement.pdf,http://www.wikidata.org/wiki/Q665452,Web scrapping,P366,use,http://www.themathcompany.com/cognition/proxy_management,proxy management
webscaping-proxymanagement.pdf,http://www.wikidata.org/wiki/Q665452,web scrapping,P2283,uses,http://www.themathcompany.com/cognition/target_multiple_times,target multiple times
webscaping-proxymanagement.pdf,http://www.wikidata.org/wiki/Q237909,hits,P361,part of,http://www.themathcompany.com/cognition/fraction_of_time,fraction of time
webscaping-proxymanagement.pdf,http://www.wikidata.org/wiki/Q449958,blocking,P1269,facet of,http://www.themathcompany.com/cognition/proxy_management_service,proxy management service
webscaping-proxymanagement.pdf,http://www.wikidata.org/wiki/Q184199,automated,P461,opposite of,http://www.themathcompany.com/cognition/avoidable,avoidable
