asset_name,source_uri,source_name,edge_pcode,edge_name,target_uri,target_name
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/DataDriftTable,DataDriftTable,P178,developer,http://www.themathcompany.com/cognition/Evidently_AI,Evidently AI
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/DataDriftTable,DataDriftTable,P366,use,http://www.themathcompany.com/cognition/Evidently_AI,Evidently AI
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Evidently_AI,Evidently AI,P527,has part,http://www.themathcompany.com/cognition/DataDriftTable,DataDriftTable
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/DataDriftTable,DataDriftTable,P361,part of,http://www.themathcompany.com/cognition/Evidently_AI,Evidently AI
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/truefalse,truefalse,P31,instance of,http://www.themathcompany.com/cognition/drift_score,drift score
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/evidently.report,evidently.report,P527,has part,http://www.themathcompany.com/cognition/evidently.metricpreset,evidently.metricpreset
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/evidently.report,evidently.report,P527,has part,http://www.themathcompany.com/cognition/DataDriftPreset,DataDriftPreset
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/evidently.metricpreset,evidently.metricpreset,P361,part of,http://www.themathcompany.com/cognition/evidently.report,evidently.report
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/DataDriftPreset,DataDriftPreset,P361,part of,http://www.themathcompany.com/cognition/evidently.report,evidently.report
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/DataDriftPreset,DataDriftPreset,P366,use,http://www.themathcompany.com/cognition/evidently.metricpreset,evidently.metricpreset
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/DataDriftTable,DataDriftTable,P361,part of,http://www.themathcompany.com/cognition/DataDriftPreset,DataDriftPreset
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/DataDriftPreset,DataDriftPreset,P527,has part,http://www.themathcompany.com/cognition/DataDriftTable,DataDriftTable
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/drift_threshold,drift threshold,P460,said to be the same as,http://www.themathcompany.com/cognition/stattestthreshold,stattestthreshold
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/stattestthreshold,stattestthreshold,P460,said to be the same as,http://www.themathcompany.com/cognition/drift_threshold,drift threshold
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/drift_method,drift method,P1269,facet of,http://www.themathcompany.com/cognition/Dataset_Drift,Dataset Drift
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/percolumnstattest_percolumnstattest_percolumnstattestthreshold,percolumnstattest percolumnstattest percolumnstattestthreshold,P31,instance of,http://www.themathcompany.com/cognition/drift_method,drift method
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/percolumnstattest,percolumnstattest,P31,instance of,http://www.themathcompany.com/cognition/drift_method,drift method
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/datadriftreport,datadriftreport,P527,has part,http://www.themathcompany.com/cognition/datadriftreport.showmodeinline,datadriftreport.showmodeinline
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/datadriftreport.showmodeinline,datadriftreport.showmodeinline,P361,part of,http://www.themathcompany.com/cognition/datadriftreport,datadriftreport
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/distribution_of_the_data,distribution of the data,P527,has part,http://www.themathcompany.com/cognition/drift_of_the_the_data_points,drift of the the data points
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/drift_of_the_the_data_points,drift of the the data points,P361,part of,http://www.themathcompany.com/cognition/distribution_of_the_data,distribution of the data
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/KolmogorovSmirnov_K_-_S,KolmogorovSmirnov K - S,P31,instance of,http://www.themathcompany.com/cognition/KolmogorovSmirnov_statistic,KolmogorovSmirnov statistic
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Kullback_-_Leibler_divergence,Kullback - Leibler divergence,P279,subclass of,http://www.themathcompany.com/cognition/f_-_divergence,f - divergence
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Jensen_-_Shannon_distance,Jensen - Shannon distance,pcode,based on,http://www.themathcompany.com/cognition/KullbackLeibler_divergence,KullbackLeibler divergence
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Anderson_-_Darling_test,Anderson - Darling test,pcode,based on,http://www.themathcompany.com/cognition/K_-_S_test,K - S test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Anderson_-_Darling_test,Anderson - Darling test,P460,said to be the same as,http://www.themathcompany.com/cognition/K_-_S_test,K - S test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/K_-_S_test,K - S test,P460,said to be the same as,http://www.themathcompany.com/cognition/Anderson_-_Darling_test,Anderson - Darling test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Epps_-_Singleton_test,Epps - Singleton test,pcode,based on,http://www.themathcompany.com/cognition/t_-_test,t - test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/T_-_Test,T - Test,P279,subclass of,http://www.themathcompany.com/cognition/sample_has_fewer_than_30,sample has fewer than 30
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Total_-_Variation_-_Distance,Total - Variation - Distance,P279,subclass of,http://www.themathcompany.com/cognition/f_-_divergence,f - divergence
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Least_Square_Density_Difference,Least Square Density Difference,P279,subclass of,http://www.themathcompany.com/cognition/pointwise_difference,pointwise difference
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Min_drift_score,Min drift score,P31,instance of,http://www.themathcompany.com/cognition/probability_of_the_sample_being_like_the_reference_distribution,probability of the sample being like the reference distribution
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Min_drift_score,Min drift score,P31,instance of,http://www.themathcompany.com/cognition/drift_score,drift score
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/drift_score,drift score,P527,has part,http://www.themathcompany.com/cognition/Sensitive_to_small_drifts_when_the_values_are_smaller,Sensitive to small drifts when the values are smaller
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Sensitive_to_small_drifts_when_the_values_are_smaller,Sensitive to small drifts when the values are smaller,P361,part of,http://www.themathcompany.com/cognition/drift_score,drift score
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Kolmogorov_Smirnov_K-,Kolmogorov Smirnov K-,P361,part of,http://www.themathcompany.com/cognition/Population_Stability_Index_PSI,Population Stability Index PSI
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Population_Stability_Index_PSI,Population Stability Index PSI,P527,has part,http://www.themathcompany.com/cognition/Kolmogorov_Smirnov_K-,Kolmogorov Smirnov K-
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/categorical_features,categorical features,P279,subclass of,http://www.themathcompany.com/cognition/numerical_features,numerical features
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/KolmogorovSmirnov_K_-_S_test,KolmogorovSmirnov K - S test,P31,instance of,http://www.themathcompany.com/cognition/groupsbins,groupsbins
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Drift_score,Drift score,P1269,facet of,http://www.themathcompany.com/cognition/categorical_features,categorical features
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/drift_score,drift score,P1269,facet of,http://www.themathcompany.com/cognition/Sensitive_to_small_drifts_when_the_values_are_smaller,Sensitive to small drifts when the values are smaller
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Sensitive_to_small_drifts_when_the_values_are_smaller,Sensitive to small drifts when the values are smaller,P1269,facet of,http://www.themathcompany.com/cognition/drift_score,drift score
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Min_drift_score,Min drift score,P1889,different from,http://www.themathcompany.com/cognition/Max_drift_score,Max drift score
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Max_drift_score,Max drift score,P1889,different from,http://www.themathcompany.com/cognition/Min_drift_score,Min drift score
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Max_drift_score,Max drift score,P31,instance of,http://www.themathcompany.com/cognition/Min_drift_score,Min drift score
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Kullback,Kullback,pcode,notable work,http://www.themathcompany.com/cognition/Leibler_divergence,Leibler divergence
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Leibler_divergence,Leibler divergence,pcode,named after,http://www.themathcompany.com/cognition/Kullback,Kullback
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Wasserstein_distance.ipynb,Wasserstein distance.ipynb,P361,part of,http://www.themathcompany.com/cognition/Repos_azure.com,Repos azure.com
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Repos_azure.com,Repos azure.com,P527,has part,http://www.themathcompany.com/cognition/Wasserstein_distance.ipynb,Wasserstein distance.ipynb
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Kullback_-_Leibler_divergence,Kullback - Leibler divergence,P31,instance of,http://www.themathcompany.com/cognition/drift_score,drift score
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Kullback,Kullback,pcode,notable work,http://www.themathcompany.com/cognition/divergence.ipynb,divergence.ipynb
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/divergence.ipynb,divergence.ipynb,pcode,discoverer or inventor,http://www.themathcompany.com/cognition/Kullback,Kullback
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Kullback,Kullback,pcode,notable work,http://www.themathcompany.com/cognition/Leibler_divergence.ipynb,Leibler divergence.ipynb
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Leibler_divergence.ipynb,Leibler divergence.ipynb,pcode,named after,http://www.themathcompany.com/cognition/Kullback,Kullback
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Jensen_-_Shannon_distance,Jensen - Shannon distance,pcode,based on,http://www.themathcompany.com/cognition/KullbackLeibler,KullbackLeibler
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Jensen_-_Shannon_distance,Jensen - Shannon distance,P460,said to be the same as,http://www.themathcompany.com/cognition/Jensen_-_Shannon_test,Jensen - Shannon test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Jensen_-_Shannon_test,Jensen - Shannon test,P460,said to be the same as,http://www.themathcompany.com/cognition/Jensen_-_Shannon_distance,Jensen - Shannon distance
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Jensen_-_Shannon_distance,Jensen - Shannon distance,P361,part of,http://www.themathcompany.com/cognition/Jensen_-_Shannon_test,Jensen - Shannon test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Jensen_-_Shannon_test,Jensen - Shannon test,P527,has part,http://www.themathcompany.com/cognition/Jensen_-_Shannon_distance,Jensen - Shannon distance
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Jensen_-_Shannon_test,Jensen - Shannon test,P527,has part,http://www.themathcompany.com/cognition/Jensen_Shannon_distance,Jensen Shannon distance
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Jensen_Shannon_distance,Jensen Shannon distance,P361,part of,http://www.themathcompany.com/cognition/Jensen_-_Shannon_test,Jensen - Shannon test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Anderson_-_Darling_test,Anderson - Darling test,P1889,different from,http://www.themathcompany.com/cognition/K_-_S_test,K - S test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/K_-_S_test,K - S test,P1889,different from,http://www.themathcompany.com/cognition/Anderson_-_Darling_test,Anderson - Darling test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/probability_of_the_sample_being_like_the_reference_distribution,probability of the sample being like the reference distribution,P527,has part,http://www.themathcompany.com/cognition/Min_drift_score,Min drift score
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Gives_more_precise_drift_score,Gives more precise drift score,P31,instance of,http://www.themathcompany.com/cognition/drift_score,drift score
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/wasserstein_test,wasserstein test,P31,instance of,http://www.themathcompany.com/cognition/drift_score,drift score
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/wasserstein_test,wasserstein test,P2283,uses,http://www.themathcompany.com/cognition/shape_of_distribution,shape of distribution
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Von_-_Mises_test,Von - Mises test,pcode,based on,http://www.themathcompany.com/cognition/Cramer_-_Von_-_Mises_test,Cramer - Von - Mises test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Cramer_-_Von_-_Mises_test,Cramer - Von - Mises test,P31,instance of,http://www.themathcompany.com/cognition/numerical_features,numerical features
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/K_-_S_test,K - S test,P31,instance of,http://www.themathcompany.com/cognition/numerical_features,numerical features
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Cramer_-_Von_-_Mises_test,Cramer - Von - Mises test,P460,said to be the same as,http://www.themathcompany.com/cognition/K_-_S_test,K - S test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/K_-_S_test,K - S test,P460,said to be the same as,http://www.themathcompany.com/cognition/Cramer_-_Von_-_Mises_test,Cramer - Von - Mises test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Cramer_-_Von_-_Mises_test,Cramer - Von - Mises test,pcode,based on,http://www.themathcompany.com/cognition/K_-_S_test,K - S test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/increase_in_drift,increase in drift,P279,subclass of,http://www.themathcompany.com/cognition/drift_score,drift score
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Hellinger_Distance.ipynb,Hellinger Distance.ipynb,P361,part of,http://www.themathcompany.com/cognition/Repos_azure.com,Repos azure.com
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Repos_azure.com,Repos azure.com,P527,has part,http://www.themathcompany.com/cognition/Hellinger_Distance.ipynb,Hellinger Distance.ipynb
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/new_dataSample,new dataSample,P156,followed by,http://www.themathcompany.com/cognition/reference_dataSample_2,reference dataSample 2
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/reference_dataSample_2,reference dataSample 2,P155,follows,http://www.themathcompany.com/cognition/new_dataSample,new dataSample
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Sample_1,Sample 1,P156,followed by,http://www.themathcompany.com/cognition/Sample_2,Sample 2
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/sum_of_ranks_in_Sample_2,sum of ranks in Sample 2,P361,part of,http://www.themathcompany.com/cognition/Sample_2,Sample 2
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Sample_2,Sample 2,P527,has part,http://www.themathcompany.com/cognition/sum_of_ranks_in_Sample_2,sum of ranks in Sample 2
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/T_-_Test,T - Test,P366,use,http://www.themathcompany.com/cognition/numerical_features,numerical features
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/T_-_Test,T - Test,P2283,uses,http://www.themathcompany.com/cognition/T_-_statistic,T - statistic
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/T_-_statistic,T - statistic,P1535,used by,http://www.themathcompany.com/cognition/T_-_Test,T - Test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/T_-_Test,T - Test,pcode,based on,http://www.themathcompany.com/cognition/T_-_statistic,T - statistic
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Z_-_test,Z - test,P366,use,http://www.themathcompany.com/cognition/categorical_features,categorical features
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Z_-_test,Z - test,P2283,uses,http://www.themathcompany.com/cognition/Z_-_statistic,Z - statistic
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Z_-_statistic,Z - statistic,P1535,used by,http://www.themathcompany.com/cognition/Z_-_test,Z - test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Min_drift_score,Min drift score,P361,part of,http://www.themathcompany.com/cognition/Fishers_Exact_test.ipynb,Fishers Exact test.ipynb
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Fishers_Exact_test.ipynb,Fishers Exact test.ipynb,P527,has part,http://www.themathcompany.com/cognition/Min_drift_score,Min drift score
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/G_-Test,G -Test,P2283,uses,http://www.themathcompany.com/cognition/G_-_statistic,G - statistic
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/G_-_statistic,G - statistic,P1535,used by,http://www.themathcompany.com/cognition/G_-Test,G -Test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/G_Test.ipynb,G Test.ipynb,P361,part of,http://www.themathcompany.com/cognition/Repos_azure.com,Repos azure.com
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Repos_azure.com,Repos azure.com,P527,has part,http://www.themathcompany.com/cognition/G_Test.ipynb,G Test.ipynb
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Chi_-_Square_test,Chi - Square test,P366,use,http://www.themathcompany.com/cognition/categorical_features,categorical features
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Cramer_-_Von_-_Mises_test,Cramer - Von - Mises test,P2283,uses,http://www.themathcompany.com/cognition/chi_square_statistic,chi square statistic
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Maximum_Mean_Discrepancy.ipynb,Maximum Mean Discrepancy.ipynb,P361,part of,http://www.themathcompany.com/cognition/Repos_azure.com,Repos azure.com
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Repos_azure.com,Repos azure.com,P527,has part,http://www.themathcompany.com/cognition/Maximum_Mean_Discrepancy.ipynb,Maximum Mean Discrepancy.ipynb
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Classification_Model,Classification Model,P366,use,http://www.themathcompany.com/cognition/random_state,random state
devopsstarterguide.pdf,http://www.themathcompany.com/cognition/scrum_method,scrum method,P31,instance of,http://www.themathcompany.com/cognition/frameworks_of_practice,frameworks of practice
devopsstarterguide.pdf,http://www.themathcompany.com/cognition/end_-_to_-_end,end - to - end,P279,subclass of,http://www.themathcompany.com/cognition/automated_procedure,automated procedure
devopsstarterguide.pdf,http://www.themathcompany.com/cognition/2_Being_Agile,2 Being Agile,P361,part of,http://www.themathcompany.com/cognition/Being_Agile,Being Agile
devopsstarterguide.pdf,http://www.themathcompany.com/cognition/Being_Agile,Being Agile,P527,has part,http://www.themathcompany.com/cognition/2_Being_Agile,2 Being Agile
devopsstarterguide.pdf,http://www.themathcompany.com/cognition/Using_Inconsistent_Environments,Using Inconsistent Environments,P527,has part,http://www.themathcompany.com/cognition/4_Using_Inconsistent_Environments,4 Using Inconsistent Environments
devopsstarterguide.pdf,http://www.themathcompany.com/cognition/4_Using_Inconsistent_Environments,4 Using Inconsistent Environments,P361,part of,http://www.themathcompany.com/cognition/Using_Inconsistent_Environments,Using Inconsistent Environments
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/IaaS_Infrastructure_as_a_Service,IaaS Infrastructure as a Service,P279,subclass of,http://www.themathcompany.com/cognition/PaaS_Platform_as_a_Service,PaaS Platform as a Service
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/PaaS_Platform_as_a_Service,PaaS Platform as a Service,P527,has part,http://www.themathcompany.com/cognition/IaaS_Infrastructure_as_a_Service,IaaS Infrastructure as a Service
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/Azure_App_Service,Azure App Service,P31,instance of,http://www.themathcompany.com/cognition/App_Service,App Service
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/Azure_PowerShell,Azure PowerShell,P31,instance of,http://www.themathcompany.com/cognition/command_-_line_interface,command - line interface
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/Git_repository,Git repository,P527,has part,http://www.themathcompany.com/cognition/application.py,application.py
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/application.py,application.py,P361,part of,http://www.themathcompany.com/cognition/Git_repository,Git repository
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/az_-_webapp_up,az - webapp up,P366,use,http://www.themathcompany.com/cognition/Zip_deploy,Zip deploy
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/az_webapp,az webapp,P366,use,http://www.themathcompany.com/cognition/Redeploy,Redeploy
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/az_webapp,az webapp,P31,instance of,http://www.themathcompany.com/cognition/App_Service,App Service
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/az_webapp,az webapp,P366,use,http://www.themathcompany.com/cognition/container_logging,container logging
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/App_Service,App Service,P361,part of,http://www.themathcompany.com/cognition/Azure_portal,Azure portal
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/Docker_container,Docker container,pcode,based on,http://www.themathcompany.com/cognition/Docker_image,Docker image
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/Docker_container,Docker container,P2283,uses,http://www.themathcompany.com/cognition/Docker_image,Docker image
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/App_Service,App Service,P366,use,http://www.themathcompany.com/cognition/Docker_container,Docker container
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/Docker_image,Docker image,P1535,used by,http://www.themathcompany.com/cognition/App_Service,App Service
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/App_Service,App Service,P2283,uses,http://www.themathcompany.com/cognition/Docker_image,Docker image
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/resource_group,resource group,P279,subclass of,http://www.themathcompany.com/cognition/logical_container,logical container
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/resource_group_in_West_Europe,resource group in West Europe,P31,instance of,http://www.themathcompany.com/cognition/resource_group,resource group
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/Azure_Container_Registry,Azure Container Registry,P31,instance of,http://www.themathcompany.com/cognition/Container_Registry,Container Registry
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/Azure_Container_Registry,Azure Container Registry,P31,instance of,http://www.themathcompany.com/cognition/private_registry,private registry
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/Docker_image,Docker image,P1535,used by,http://www.themathcompany.com/cognition/Azure_Container_Registry,Azure Container Registry
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/azure_-_container_-_registry_-_name,azure - container - registry - name,P527,has part,http://www.themathcompany.com/cognition/registry_-_username,registry - username
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/registry_-_username,registry - username,P361,part of,http://www.themathcompany.com/cognition/azure_-_container_-_registry_-_name,azure - container - registry - name
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/App_Service_Plan,App Service Plan,P1056,product or material produced,http://www.themathcompany.com/cognition/App_Service,App Service
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/Free_pricing_tier,Free pricing tier,P279,subclass of,http://www.themathcompany.com/cognition/App_Service_plan,App Service plan
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/Docker_image,Docker image,P361,part of,http://www.themathcompany.com/cognition/container_registry,container registry
introductiontoazureappservice.pdf,http://www.themathcompany.com/cognition/container_registry,container registry,P527,has part,http://www.themathcompany.com/cognition/Docker_image,Docker image
kubeflowvsmlflow.pdf,http://www.themathcompany.com/cognition/MLflow,MLflow,P366,use,http://www.themathcompany.com/cognition/Collaborative_environment,Collaborative environment
kubeflowvsmlflow.pdf,http://www.themathcompany.com/cognition/MLflow,MLflow,P366,use,http://www.themathcompany.com/cognition/experiment_tracking_system,experiment tracking system
kubeflowvsmlflow.pdf,http://www.themathcompany.com/cognition/MLflow,MLflow,P366,use,http://www.themathcompany.com/cognition/experiment_tracking,experiment tracking
kubeflowvsmlflow.pdf,http://www.themathcompany.com/cognition/model_deployment,model deployment,P279,subclass of,http://www.themathcompany.com/cognition/deploying_model,deploying model
kubeflowvsmlflow.pdf,http://www.themathcompany.com/cognition/MLflow,MLflow,P366,use,http://www.themathcompany.com/cognition/model_registry,model registry
kubeflowvsmlflow.pdf,http://www.themathcompany.com/cognition/MLflow,MLflow,P31,instance of,http://www.themathcompany.com/cognition/model_registry,model registry
kubeflowvsmlflow.pdf,http://www.themathcompany.com/cognition/model_lineage,model lineage,P1269,facet of,http://www.themathcompany.com/cognition/model_versioning,model versioning
sparkperformancetuning-part1.pdf,http://www.themathcompany.com/cognition/We_Spark,We Spark,P31,instance of,http://www.themathcompany.com/cognition/compute_engine,compute engine
sparkperformancetuning-part1.pdf,http://www.themathcompany.com/cognition/No_of_executor,No of executor,P461,opposite of,http://www.themathcompany.com/cognition/No_of_cores,No of cores
sparkperformancetuning-part1.pdf,http://www.themathcompany.com/cognition/No_of_cores,No of cores,P461,opposite of,http://www.themathcompany.com/cognition/No_of_executor,No of executor
sparkperformancetuning-part1.pdf,http://www.themathcompany.com/cognition/spark_ui,spark ui,P361,part of,http://www.themathcompany.com/cognition/Worker_machine,Worker machine
sparkperformancetuning-part1.pdf,http://www.themathcompany.com/cognition/Worker_machine,Worker machine,P527,has part,http://www.themathcompany.com/cognition/spark_ui,spark ui
sparkperformancetuning-part1.pdf,http://www.themathcompany.com/cognition/Broadcast_join,Broadcast join,P361,part of,http://www.themathcompany.com/cognition/Spark_SQL,Spark SQL
sparkperformancetuning-part1.pdf,http://www.themathcompany.com/cognition/Broadcast_join,Broadcast join,P279,subclass of,http://www.themathcompany.com/cognition/data_shuffling,data shuffling
sparkperformancetuning-part1.pdf,http://www.themathcompany.com/cognition/out_of_memory_error,out of memory error,P1269,facet of,http://www.themathcompany.com/cognition/drivers_available_memory,drivers available memory
sparkperformancetuning-part1.pdf,http://www.themathcompany.com/cognition/executor_memory,executor memory,P279,subclass of,http://www.themathcompany.com/cognition/memory_overhead,memory overhead
sparkperformancetuning-part1.pdf,http://www.themathcompany.com/cognition/Container_killed_by_YARN,Container killed by YARN,P828,has cause,http://www.themathcompany.com/cognition/Memory_overhead,Memory overhead
sparkperformancetuning-part1.pdf,http://www.themathcompany.com/cognition/out_of_memory_error,out of memory error,P1269,facet of,http://www.themathcompany.com/cognition/driver_level,driver level
sparkperformancetuning-part1.pdf,http://www.themathcompany.com/cognition/spark.yarn,spark.yarn,P279,subclass of,http://www.themathcompany.com/cognition/executor_memory,executor memory
sparkperformancetuning-part1.pdf,http://www.themathcompany.com/cognition/spark.executor,spark.executor,P279,subclass of,http://www.themathcompany.com/cognition/executor_memory,executor memory
sparkperformancetuning-part1.pdf,http://www.themathcompany.com/cognition/autoBroadcastJoinThreshold,autoBroadcastJoinThreshold,P361,part of,http://www.themathcompany.com/cognition/spark.sql,spark.sql
typesofdataplatforms.pdf,http://www.themathcompany.com/cognition/cookie_ID,cookie ID,P279,subclass of,http://www.themathcompany.com/cognition/mobile_identifier,mobile identifier
typesofdataplatforms.pdf,http://www.themathcompany.com/cognition/CDP_and_CRM,CDP and CRM,P1889,different from,http://www.themathcompany.com/cognition/DMP_and_CRM,DMP and CRM
typesofdataplatforms.pdf,http://www.themathcompany.com/cognition/DMP_and_CRM,DMP and CRM,P1889,different from,http://www.themathcompany.com/cognition/CDP_and_CRM,CDP and CRM
webscaping-proxymanagement.pdf,http://www.themathcompany.com/cognition/3rd_party_service,3rd party service,P366,use,http://www.themathcompany.com/cognition/proxy_management,proxy management
webscaping-proxymanagement.pdf,http://www.themathcompany.com/cognition/proxy_management_system,proxy management system,P366,use,http://www.themathcompany.com/cognition/proxy_management,proxy management
webscaping-proxymanagement.pdf,http://www.themathcompany.com/cognition/rotating_proxy,rotating proxy,P279,subclass of,http://www.themathcompany.com/cognition/proxy_management_system,proxy management system
webscaping-proxymanagement.pdf,http://www.themathcompany.com/cognition/rotating_proxy,rotating proxy,P366,use,http://www.themathcompany.com/cognition/proxy_management_system,proxy management system
